Timestamp,PPT,T_atm,T_air,T_surf,T_soil,detT_soil,T_bio,detT_bio,SWC_01,SWC_01_03,SWC_03_06,RSDN,RSUP,RLDN,RLUP,RNET,H,LE,G,B,J_Rs_net,J_Rl_in,J_Rl_out,J_Rl_net,J_H,J_LE,J_G,J_B,O_Rs,O_Rl,J,O,dS_dt,VPD,ET
2015-01-01,0.0,247.05848220573247,263.137661875,262.31903889013637,273.99166666666656,-0.00851063829787234,262.51217129526754,-0.06374114284618197,0.15229166666666671,0.24000000000000019,0.2666666666666668,10.12311,1.254132,15.52808365683373,23.12825965683373,1.268802000000001,1.691009310250109,0.33777967353063,0.0,-0.35960590694250516,0.0015344252595155708,0.06282252620059842,-0.08815158954107875,-0.025329063340480323,-0.006358146702614665,-0.0012778414962080077,0.0,0.0013767096416563976,0.03204559419415129,-0.0036371330049606277,-0.03005391663813103,0.028408461189190652,-0.0016454554489403752,1.632436937449252,0.13786925450229795
2015-01-02,0.0,253.0766851518749,264.507715,263.9681011678588,273.6714583333334,-0.004583333333333334,263.8763055984322,0.04459712321205108,0.14166666666666658,0.23718749999999997,0.2750000000000002,10.0044,1.187091,17.101619367503496,23.741828367503498,2.177099999999999,0.9788089217490066,0.2698579160820078,0.0,0.25160184181819867,0.0015254859861591698,0.06753487961367341,-0.08989722669136674,-0.02236234707769332,-0.0036271642824921685,-0.0010103939407080371,0.0,-0.0009498998887814012,0.031420857040583144,-0.0027349090359838836,-0.02642431920351575,0.028685948004599258,0.002261628801083499,1.692908221250159,0.11014608819673788
2015-01-03,0.0,260.2621617860833,267.43463687499997,267.5168569225348,273.50166666666667,-0.0014583333333333334,266.7905827600352,0.15161341682334376,0.1364583333333332,0.2349999999999999,0.2750000000000002,9.995238,1.210032,19.33919311763255,25.077368117632556,3.0470309999999987,0.8731664229484412,0.22744688163497245,0.0,0.8553514704463193,0.0015199318339100345,0.07385322643275331,-0.0936557711253486,-0.019802544692595285,-0.0032374439048792293,-0.0008419230974195522,0.0,-0.0031986287891402577,0.031063727126149212,-0.0017353527535695125,-0.025560608650124286,0.0293283743725797,0.0037677657224554077,1.982368228380705,0.09283546189182548
2015-01-04,0.0,277.80137370152187,273.86485316666665,275.2472012620852,273.6393749999999,0.004791666666666666,273.1930196146135,0.05502259661545139,0.13906249999999992,0.2349999999999999,0.2750000000000002,4.936265999999999,0.543978,24.90109366580422,28.09924366580422,1.1941380000000004,0.035286642557382446,-0.19424019474122126,0.0,0.31041882643960467,0.0007599114186851211,0.08945522337279438,-0.10206386207695949,-0.012608638704165103,-9.804755129886438e-05,0.000711031703151983,0.0,-0.0011359526449413017,0.015038975903098516,0.0010624978910549916,-0.012371695778568169,0.01610147379415351,0.003729778015585343,1.5930515340884197,-0.07928171213927397
2015-01-05,0.0,277.72430279291973,275.42422531249997,277.1372362962661,273.7429166666668,0.0022916666666666662,274.74565505386386,0.041378193942569176,0.14364583333333344,0.2349999999999999,0.2750000000000002,6.867144,0.8237519999999999,24.896774845454534,28.87680884545453,2.0633579999999996,0.640852241415007,0.40062182060365975,0.0,0.23344173474059024,0.0010455695501730103,0.08942167027766566,-0.10416323467688711,-0.01474156439922146,-0.0023131649572418725,-0.0014430888011541033,0.0,-0.0008414365782088511,0.02058230221675773,0.00035318843579014664,-0.018293685185653268,0.020935490652547878,0.0026418054668945977,2.1572738945852934,0.16351911045047335
2015-01-06,2.0,265.8826552997531,269.23891562499995,269.69042322050143,273.7968749999999,-0.0022916666666666662,268.5870667725408,-0.25178223335009403,0.15968750000000007,0.2362500000000001,0.2750000000000002,10.986174000000002,1.192518,21.27437404050821,25.90118404050821,5.166846000000004,0.624931287674013,0.3675646927040781,0.0,-1.4204699560276781,0.001694404152249135,0.07913743626919062,-0.09597863476978274,-0.016841198500592132,-0.0022911715337588117,-0.001373918963988107,0.0,0.005289738978304514,0.034703355860842965,-0.0004720471313698296,-0.013522145867785393,0.034231308729473144,0.02070916286168774,1.520995740404228,0.150026405185338
2015-01-07,0.0,249.38799372774477,265.27132,264.9467276258218,273.6831249999999,-0.0027083333333333334,264.6366117176332,0.022155536342859012,0.15229166666666663,0.23687499999999997,0.2750000000000002,10.688418000000002,1.2116789999999997,16.121046963092542,24.074238963092544,1.5235470000000002,0.7124753898862822,0.3858802692886208,0.0,0.12499402088848295,0.0016395742214532873,0.06461452282992773,-0.09083635853052606,-0.026221835700598342,-0.0026104270337964242,-0.0014512574228835408,0.0,-0.00046300817306585597,0.03380280136283254,-0.003789899574946696,-0.029106954108890866,0.030012901787885852,0.0009059476789949766,2.181944114872167,0.15750215073004928
2015-01-08,0.0,252.12646395302423,265.98865916666665,265.81159838025565,273.4983333333333,-0.004791666666666666,265.35085187839593,0.035754448892152624,0.1412499999999999,0.2349999999999999,0.2750000000000002,10.438308000000001,1.151523,16.849954293589157,24.399118293589154,1.7376210000000012,2.4635967929881883,0.2776748774875899,0.0,0.201714472740461,0.0016067102076124569,0.06678446739584586,-0.0917553418778749,-0.024970874482029035,-0.009194543346760793,-0.0010353994959517816,0.0,-0.0007533544776202732,0.033005742884297765,-0.0034257475891682813,-0.03434746159474943,0.029579995295129485,-0.004767466299619943,2.123658827335117,0.1133366846888122
2015-01-09,0.0,257.78554526343265,268.99606156249996,269.4679050911013,273.37437500000016,-0.0010416666666666664,268.34526187368397,0.0624380468299132,0.13124999999999992,0.23125000000000026,0.2750000000000002,10.023624000000002,1.138509,18.409596193153156,25.781172193153164,1.5135389999999995,1.5573099197790585,0.23598127684122633,0.0,0.3522542812288854,0.0015372171280276816,0.07137375111243133,-0.09562697767796778,-0.024253226565536443,-0.0057016120428089135,-0.0008670422559231475,0.0,-0.0013074058590511488,0.031044345184436023,-0.0030910654878159682,-0.030592069595291968,0.027953279696620054,-0.0026387898986719124,2.0834813198524906,0.09631888850662298
2015-01-10,0.0,261.79787021599697,270.8109454375,271.65644008110127,273.3349999999998,-0.0004166666666666665,270.1523051955609,0.05335454244397061,0.12999999999999992,0.22697916666666648,0.2750000000000002,10.204848,1.11294,19.619270301215494,26.637569301215493,2.073608999999999,2.0832880852375384,0.2655700204939974,0.0,0.3010082306080852,0.0015729944636678202,0.07482805363263505,-0.09800262715821809,-0.02317457352558304,-0.007561969326884563,-0.0009654925492809951,0.0,-0.0011024369333612577,0.03150092980337068,-0.002667816638815171,-0.031231477871442034,0.028833113164555512,-0.002398364706886528,2.4617451695418375,0.10839592673224384
